& CONDICOES INICIAIS DAS UNIDADES                
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D T  TITULINFLX
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X  X  XXXXXXXXXX
249 PORSUD I      2 11  0 0 F                               923.96
249 PORSUD I      3 11  0 0 F                               923.96
249 PORSUD I      4 11  0 0 F                               923.96
249 PORSUD I      5 11  0 0 F                               923.96
249 PORSUD I      6 11  0 0 F                               923.96
250 PORSUD II     1 11  0 0 F                               924.36
250 PORSUD II     2 11  0 0 F                               924.36
250 PORSUD II     3 11  0 0 F                               924.36
250 PORSUD II     4 11  0 0 F                               924.36
250 PORSUD II     5 11  0 0 F                               924.36
251 POVOACAO I    1 11  0 0 F                              1135.90
251 POVOACAO I    2 11  0 0 F                              1135.90
 62 SEROPEDICA    1 11  0 0 F                              1161.35
 62 SEROPEDICA    2 11  0 0 F                              1161.35
 62 SEROPEDICA    3 11  0 0 F                              1161.35
 62 SEROPEDICA    4 11  0 0 F                              1161.35
 62 SEROPEDICA    5 11  0 0 F                              1161.35
 62 SEROPEDICA    6 11  0 0 F                              1161.35
 62 SEROPEDICA    7 11  0 0 F                              1161.35
 62 SEROPEDICA    8 11  0 0 F                              1161.35
&UTE ST.CRUZ 34 sem operação comercial conforme despacho 3.263/2012 da ANEEL
  4 ST.CRUZ 34    3 11  0 0 F                        0.0    310.41
  4 ST.CRUZ 34    4 11  0 0 F                        0.0    310.41
 86 SANTA CRUZ    1 11  0 0 F                               195.86
 86 SANTA CRUZ    2 11  0 0 F                               195.86
 86 SANTA CRUZ    3 11  0 0 F                               195.86
 86 SANTA CRUZ    4 11  0 0 F                               195.86
146 UTE STA VI    1 11  0 0 F                               157.20
&UTE TNORTE 2 sem CUST conforme oficio Nº 755/2023-SCE/ANEEL
&UTE TNORTE 2 sem CVU valido
194 TNORTE 2      1 11  0 0 F                        0.0      0.00
194 TNORTE 2      2 11  0 0 F                        0.0      0.00
194 TNORTE 2      3 11  0 0 F                        0.0      0.00
194 TNORTE 2      4 11  0 0 F                        0.0      0.00
194 TNORTE 2      5 11  0 0 F                        0.0      0.00
194 TNORTE 2      6 11  0 0 F                        0.0      0.00
194 TNORTE 2      7 11  0 0 F                        0.0      0.00
223 PROSP_III     1 11  0 0 F                               218.33
223 PROSP_III     2 11  0 0 F                               218.33
223 PROSP_III     3 11  0 0 F                               218.33
223 PROSP_III     4 11  0 0 F                               218.33
223 PROSP_III     5 11  0 0 F                               218.33
223 PROSP_III     6 11  0 0 F                               218.33
241 PROSP_II      1 11  0 0 F                               297.75
241 PROSP_II      2 11  0 0 F                               297.75
241 PROSP_II      3 11  0 0 F                               297.75
241 PROSP_II      4 11  0 0 F                               297.75
 90 T.MACAE       1 11  0 0 F                               958.78
 90 T.MACAE       2 11  0 0 F                               958.78
 90 T.MACAE       3 11  0 0 F                               958.78
 90 T.MACAE       4 11  0 0 F                               958.78
 90 T.MACAE       5 11  0 0 F                               958.78
 90 T.MACAE       6 11  0 0 F                               958.78
 90 T.MACAE       7 11  0 0 F                               958.78
 90 T.MACAE       8 11  0 0 F                               958.78
 90 T.MACAE       9 11  0 0 F                               958.78
 90 T.MACAE      10 11  0 0 F                               958.78
 90 T.MACAE      11 11  0 0 F                               958.78
 90 T.MACAE      12 11  0 0 F                               958.78
 90 T.MACAE      13 11  0 0 F                               958.78
 90 T.MACAE      14 11  0 0 F                               958.78
 90 T.MACAE      15 11  0 0 F                               958.78
 90 T.MACAE      16 11  0 0 F                               958.78
 90 T.MACAE      17 11  0 0 F                               958.78
 90 T.MACAE      18 11  0 0 F                               958.78
 90 T.MACAE      19 11  0 0 F                               958.78
 90 T.MACAE      20 11  0 0 F                               958.78
 47 TERMORIO      1 11  0 0 F                               945.14
 47 TERMORIO      2 11  0 0 F                               945.14
 47 TERMORIO      3 11  0 0 F                               945.14
 47 TERMORIO      4 11  0 0 F                               945.14
 47 TERMORIO      5 11  0 0 F                               945.14
 47 TERMORIO      6 11  0 0 F                               945.14
 47 TERMORIO      7 11  0 0 F                               945.14
 47 TERMORIO      8 11  0 0 F                               945.14
 47 TERMORIO      9 11  0 0 F                               945.14
 47 TERMORIO     10 11  0 0 F                               945.14
 47 TERMORIO     11 11  0 0 F                               945.14
 47 TERMORIO     12 11  0 0 F                               945.14
 47 TERMORIO     13 11  0 0 F                               945.14
 47 TERMORIO     14 11  0 0 F                               945.14
 47 TERMORIO     15 11  0 0 F                               945.14
 47 TERMORIO     16 11  0 0 F                               945.14
 47 TERMORIO     17 11  0 0 F                               945.14
 47 TERMORIO     18 11  0 0 F                               945.14
 47 TERMORIO     19 11  0 0 F                               945.14
 47 TERMORIO     20 11  0 0 F                               945.14
 47 TERMORIO     21 11  0 0 F                               945.14
 47 TERMORIO     22 11  0 0 F                               945.14
 47 TERMORIO     23 11  0 0 F                               945.14
 47 TERMORIO     24 11  0 0 F                               945.14
 47 TERMORIO     25 11  0 0 F                               945.14
 47 TERMORIO     26 11  0 0 F                               945.14
 47 TERMORIO     27 11  0 0 F                               945.14
 47 TERMORIO     28 11  0 0 F                               945.14
 47 TERMORIO     29 11  0 0 F                               945.14
 47 TERMORIO     30 11  0 0 F                               945.14
 47 TERMORIO     31 11  0 0 F                               945.14
 68 T.LAGOAS      1 11  0 0 F                               846.18
 68 T.LAGOAS      2 11  0 0 F                               846.18
 68 T.LAGOAS      3 11  0 0 F                               846.18
 68 T.LAGOAS      4 11  0 0 F                               846.18
 68 T.LAGOAS      5 11  0 0 F                               846.18
 68 T.LAGOAS      6 11  0 0 F                               846.18
 68 T.LAGOAS      7 11  0 0 F                               846.18
 68 T.LAGOAS      8 11  0 0 F                               846.18
 68 T.LAGOAS      9 11  0 0 F                               846.18
 68 T.LAGOAS     10 11  0 0 F                               846.18
 68 T.LAGOAS     11 11  0 0 F                               846.18
 68 T.LAGOAS     12 11  0 0 F                               846.18
 68 T.LAGOAS     13 11  0 0 F                               846.18
 68 T.LAGOAS     14 11  0 0 F                               846.18
 68 T.LAGOAS     15 11  0 0 F                               846.18
 49 VIANA         1 11  0 0 F                              1089.24
253 VIANA I       1 11  0 0 F                              1135.90
253 VIANA I       2 11  0 0 F                              1135.90
253 VIANA I       3 11  0 0 F                              1135.90
253 VIANA I       4 11  0 0 F                              1135.90
&UTE XAVANTES sem CVU valido
&UTE XAVANTES sem operação comercial conforme despacho 5.196/23 da ANEEL
108 XAVANTES      1 11  0 0 F                        0.0      0.00
108 XAVANTES      2 11  0 0 F                        0.0      0.00
 48 ARAUCARIA     1 11  0 0 F                               780.00
 48 ARAUCARIA     2 11  0 0 F                               780.00
 48 ARAUCARIA     3 11  0 0 F                               780.00
254 B.BONITA I    1 11  0 0 F                               778.35
156 CANDIOTA_3    1 11  0 0 F                               519.98
 64 CANOAS        1 11  0 0 F                              1371.46
&UTE FIGUEIRA sem operação comercial conforme despacho 561/24 da ANEEL
 28 FIGUEIRA      1 11  0 0 F                        0.0    330.64
 26 J.LAC. A1     1 11  0 0 F                               475.13
 26 J.LAC. A1     2 11  0 0 F                               475.13
 27 J.LAC. A2     3 11  0 0 F                               406.63
 27 J.LAC. A2     4 11  0 0 F                               406.63
 25 J.LACER. B    5 11  0 0 F                               397.24
 25 J.LACER. B    6 11  0 0 F                               397.24
 24 J.LACER. C    7 11  0 0 F                               341.04
107 PAMPA SUL     1 11  0 0 F                               101.20
149 SAO SEPE      1 11  0 0 F                               113.53
 35 URUGUAIANA    1 11  0 0 F                               776.36
 35 URUGUAIANA    2 11  0 0 F                               776.36
 35 URUGUAIANA    3 11  0 0 F                               776.36
235 C.MURICY 2    1 11  0 0 F                              2491.74
235 C.MURICY 2    2 11  0 0 F                              2491.74
235 C.MURICY 2    3 11  0 0 F                              2491.74
235 C.MURICY 2    4 11  0 0 F                              2491.74
235 C.MURICY 2    5 11  0 0 F                              2491.74
235 C.MURICY 2    6 11  0 0 F                              2491.74
235 C.MURICY 2    7 11  0 0 F                              2491.74
235 C.MURICY 2    8 11  0 0 F                              2491.74
235 C.MURICY 2    9 11  0 0 F                              2491.74
235 C.MURICY 2   10 11  0 0 F                              2491.74
235 C.MURICY 2   11 11  0 0 F                              2491.74
235 C.MURICY 2   12 11  0 0 F                              2491.74
 52 CAMPINA_GR    1 11  0 0 F                              2001.08
 52 CAMPINA_GR    2 11  0 0 F                              2001.08
 52 CAMPINA_GR    3 11  0 0 F                              2001.08
 52 CAMPINA_GR    4 11  0 0 F                              2001.08
 53 GLOBAL I      1 11  0 0 F                              1220.09
 53 GLOBAL I      2 11  0 0 F                              1220.09
 53 GLOBAL I      3 11  0 0 F                              1220.09
 53 GLOBAL I      4 11  0 0 F                              1220.09
 53 GLOBAL I      5 11  0 0 F                              1220.09
 53 GLOBAL I      6 11  0 0 F                              1220.09
 53 GLOBAL I      7 11  0 0 F                              1220.09
 53 GLOBAL I      8 11  0 0 F                              1220.09
 53 GLOBAL I      9 11  0 0 F                              1220.09
 53 GLOBAL I     10 11  0 0 F                              1220.09
 53 GLOBAL I     11 11  0 0 F                              1220.09
 55 GLOBAL II     1 11  0 0 F                              1220.09
 55 GLOBAL II     2 11  0 0 F                              1220.09
 55 GLOBAL II     3 11  0 0 F                              1220.09
 55 GLOBAL II     4 11  0 0 F                              1220.09
 55 GLOBAL II     5 11  0 0 F                              1220.09
 55 GLOBAL II     6 11  0 0 F                              1220.09
 55 GLOBAL II     7 11  0 0 F                              1220.09
 55 GLOBAL II     8 11  0 0 F                              1220.09
 55 GLOBAL II     9 11  0 0 F                              1220.09
 55 GLOBAL II    10 11  0 0 F                              1220.09
 55 GLOBAL II    11 11  0 0 F                              1220.09
&UG5 UTE MARACANAU sem operação comercial conforme despacho 3.488/24 da ANEEL
&UTE MARACANAU sem CVU valido
 57 MARACANAU     1 11  0 0 F                        0.0      0.00
 57 MARACANAU     2 11  0 0 F                        0.0      0.00
 57 MARACANAU     3 11  0 0 F                        0.0      0.00
 57 MARACANAU     4 11  0 0 F                        0.0      0.00
 57 MARACANAU     5 11  0 0 F                        0.0      0.00
 57 MARACANAU     6 11  0 0 F                        0.0      0.00
 57 MARACANAU     7 11  0 0 F                        0.0      0.00
 57 MARACANAU     8 11  0 0 F                        0.0      0.00
167 P.PECEM1      1 11  0 0 F                               284.43
167 P.PECEM1      2 11  0 0 F                               284.43
163 P.PECEM2      1 11  0 0 F                               295.22
224 PSERGIPE I    1 11  0 0 F                               315.46
224 PSERGIPE I    2 11  0 0 F                               315.46
224 PSERGIPE I    3 11  0 0 F                               315.46
224 PSERGIPE I    4 11  0 0 F                               315.46
224 PSERGIPE I    5 11  0 0 F                               315.46
224 PSERGIPE I    6 11  0 0 F                               315.46
224 PSERGIPE I    7 11  0 0 F                               315.46
162 PECEM 2       1 11  0 0 F                              2517.79
162 PECEM 2       2 11  0 0 F                              2517.79
162 PECEM 2       3 11  0 0 F                              2517.79
162 PECEM 2       4 11  0 0 F                              2517.79
162 PECEM 2       5 11  0 0 F                              2517.79
162 PECEM 2       6 11  0 0 F                              2517.79
162 PECEM 2       7 11  0 0 F                              2517.79
162 PECEM 2       8 11  0 0 F                              2517.79
162 PECEM 2       9 11  0 0 F                              2517.79
162 PECEM 2      10 11  0 0 F                              2517.79
162 PECEM 2      11 11  0 0 F                              2517.79
162 PECEM 2      12 11  0 0 F                              2517.79
 98 PERNAMBU_3    1 11  0 0 F                               831.38
 98 PERNAMBU_3    2 11  0 0 F                               831.38
 98 PERNAMBU_3    3 11  0 0 F                               831.38
 98 PERNAMBU_3    4 11  0 0 F                               831.38
&UTE PETROLINA sem CVU valido
&UTE PETROLINA sem operação comercial conforme despacho 3.902/24 da ANEEL
144 PETROLINA     1 11  0 0 F                        0.0      0.00
144 PETROLINA     2 11  0 0 F                        0.0      0.00
144 PETROLINA     3 11  0 0 F                        0.0      0.00
144 PETROLINA     4 11  0 0 F                        0.0      0.00
144 PETROLINA     5 11  0 0 F                        0.0      0.00
144 PETROLINA     6 11  0 0 F                        0.0      0.00
144 PETROLINA     7 11  0 0 F                        0.0      0.00
144 PETROLINA     8 11  0 0 F                        0.0      0.00
151 POTIGUAR      1 11  0 0 F                              1963.91
151 POTIGUAR      2 11  0 0 F                              1963.91
151 POTIGUAR      3 11  0 0 F                              1963.91
151 POTIGUAR      4 11  0 0 F                              1963.91
161 POTIGUAR_3    1 11  0 0 F                              1963.91
161 POTIGUAR_3    2 11  0 0 F                              1963.91
161 POTIGUAR_3    3 11  0 0 F                              1963.91
161 POTIGUAR_3    4 11  0 0 F                              1963.91
161 POTIGUAR_3    5 11  0 0 F                              1963.91
161 POTIGUAR_3    6 11  0 0 F                              1963.91
147 PROSP_I       1 11  0 0 F                               214.28
147 PROSP_I       2 11  0 0 F                               214.28
147 PROSP_I       3 11  0 0 F                               214.28
170 SUAPE II      1 11  0 0 F                               984.08
170 SUAPE II      2 11  0 0 F                               984.08
170 SUAPE II      3 11  0 0 F                               984.08
170 SUAPE II      4 11  0 0 F                               984.08
170 SUAPE II      5 11  0 0 F                               984.08
170 SUAPE II      6 11  0 0 F                               984.08
170 SUAPE II      7 11  0 0 F                               984.08
170 SUAPE II      8 11  0 0 F                               984.08
170 SUAPE II      9 11  0 0 F                               984.08
170 SUAPE II     10 11  0 0 F                               984.08
170 SUAPE II     11 11  0 0 F                               984.08
170 SUAPE II     12 11  0 0 F                               984.08
170 SUAPE II     13 11  0 0 F                               984.08
170 SUAPE II     14 11  0 0 F                               984.08
170 SUAPE II     15 11  0 0 F                               984.08
170 SUAPE II     16 11  0 0 F                               984.08
170 SUAPE II     17 11  0 0 F                               984.08
 43 T.BAHIA       1 11  0 0 F                              1038.59
152 TERMOCABO     1 11  0 0 F                              1393.68
152 TERMOCABO     2 11  0 0 F                              1393.68
152 TERMOCABO     3 11  0 0 F                              1393.68
 58 TERMOCEARA    1 11  0 0 F                              2214.27
 58 TERMOCEARA    2 11  0 0 F                              2214.27
 58 TERMOCEARA    3 11  0 0 F                              2214.27
 58 TERMOCEARA    4 11  0 0 F                              2214.27
 67 TERMONE       1 11  0 0 F                              1753.30
 67 TERMONE       2 11  0 0 F                              1753.30
 67 TERMONE       3 11  0 0 F                              1753.30
 69 TERMOPB       1 11  0 0 F                              1753.30
 69 TERMOPB       2 11  0 0 F                              1753.30
 69 TERMOPB       3 11  0 0 F                              1753.30
 96 TERMOPE       1 11  0 0 F                               858.48
 96 TERMOPE       2 11  0 0 F                               858.48
 96 TERMOPE       3 11  0 0 F                               858.48
 83 VALE ACU      2 11  0 0 F                               450.86
201 APARECIDA     1 11  0 0 F                               100.84
201 APARECIDA     2 11  0 0 F                               100.84
201 APARECIDA     3 11  0 0 F                               100.84
201 APARECIDA     4 11  0 0 F                               100.84
203 PORAQUE       1 11  0 0 F                               100.84
203 PORAQUE       2 11  0 0 F                               100.84
203 PORAQUE       3 11  0 0 F                               100.84
203 PORAQUE       4 11  0 0 F                               100.84
203 PORAQUE       5 11  0 0 F                               100.84
 73 GERAMAR1      1 11  0 0 F                               998.68
 70 GERAMAR2      1 11  0 0 F                               998.68
204 JARAQUI       6 11  0 0 F                               100.84
204 JARAQUI       7 11  0 0 F                               100.84
205 PIRARUCU      1 11  0 0 F                               100.84
205 PIRARUCU      2 11  0 0 F                               100.84
205 PIRARUCU      3 11  0 0 F                               100.84
205 PIRARUCU      4 11  0 0 F                               100.84
212 MARANHAO3     1 11  0 0 F                               110.91
 36 MARANHAOIV    1 11  0 0 F                               182.15
 21 MARANHAO V    1 11  0 0 F                               182.15
140 UTE MAUA 3    1 11  0 0 F                               100.84
140 UTE MAUA 3    2 11  0 0 F                               100.84
140 UTE MAUA 3    3 11  0 0 F                               100.84
 46 N.VENECIA2    1 11  0 0 F                               294.56
 46 N.VENECIA2    2 11  0 0 F                               294.56
116 PARNAIB_IV    1 11  0 0 F                               845.17
239 PARNAIBA_V    1 11  0 0 F                               221.18
207 TUCUNARE      1 11  0 0 F                               100.84
207 TUCUNARE      2 11  0 0 F                               100.84
207 TUCUNARE      3 11  0 0 F                               100.84
207 TUCUNARE      4 11  0 0 F                               100.84
176 P. ITAQUI     1 11  0 0 F                               287.51
209 TAMBAQUI      5 11  0 0 F                               100.84
209 TAMBAQUI      6 11  0 0 F                               100.84
209 TAMBAQUI      7 11  0 0 F                               100.84
383 ATLAN_CSA     1 11  0 0 F                                 0.00
383 ATLAN_CSA     2 11  0 0 F                                 0.00
383 ATLAN_CSA     3 11  0 0 F                                 0.00
383 ATLAN_CSA     4 11  0 0 F                                 0.00
383 ATLAN_CSA     5 11  0 0 F                                 0.00
383 ATLAN_CSA     6 11  0 0 F                                 0.00
383 ATLAN_CSA     7 11  0 0 F                                 0.00
 60 NORTEFLU      1 11  0 0 F                               976.02
 60 NORTEFLU      2 11  0 0 F                               976.02
 60 NORTEFLU      3 11  0 0 F                               976.02
 60 NORTEFLU      4 11  0 0 F                               976.02
 60 NORTEFLU      5 11  0 0 F                               976.02
 60 NORTEFLU      6 11  0 0 F                               976.02
 60 NORTEFLU      7 11  0 0 F                               976.02
&UG 5 da UTE W.ARJONA sem operação comercial conforme despachos 2.412/2025 e 2.828/2025 da ANEEL
334 W.ARJONA      1 11  0 0 F                               942.32
334 W.ARJONA      2 11  0 0 F                               942.32
334 W.ARJONA      3 11  0 0 F                               942.32
334 W.ARJONA      4 11  0 0 F                               942.32
334 W.ARJONA      5 11  0 0 F                        0.0    942.32
&UTE W.ARJONA (oleo) sem CVU valido
434 W.ARJONA O    1 11  0 0 F                        0.0      0.00
434 W.ARJONA O    2 11  0 0 F                        0.0      0.00
434 W.ARJONA O    3 11  0 0 F                        0.0      0.00
434 W.ARJONA O    4 11  0 0 F                        0.0      0.00
434 W.ARJONA O    5 11  0 0 F                        0.0      0.00
106 ERB CANDEI    1 11  0 0 F                               113.61
&UG 2 da UTE BALIZA sem operacao comercial conforme despacho 2.528/25 da ANEEL
322 BBF BALIZA    1 11  0 0 F                               876.44
322 BBF BALIZA    2 11  0 0 F                        0.0    876.44
323 BONFIM        1 11  0 0 F                               555.69
324 CANTA         1 11  0 0 F                               555.69
326 JAGUATI II    1 11  0 0 F                               276.32
326 JAGUATI II    2 11  0 0 F                               276.32
326 JAGUATI II    3 11  0 0 F                               276.32
327 M.C.SUCUBA    1 11  0 0 F                              1712.90
327 M.C.SUCUBA    2 11  0 0 F                              1712.90
328 PALMAPLAN     1 11  0 0 F                              1760.58
328 PALMAPLAN     2 11  0 0 F                              1760.58
329 PAU RAINHA    1 11  0 0 F                               555.69
330 SANTA LUZ     1 11  0 0 F                               555.69
FIM
