 144 MASCARENHAS      -        -       14.18    14.02     0.00     -       -         0.00     0.16      -      -        -  
 145 SUICA            -        -        0.26     0.25     0.00     -       -         0.00     0.01      -      -        -  
 146 FONTES C         -        -        0.48     0.00     0.00     -       -         0.00     0.48      -      -        -  
 147 FONTES AB        -        -        8.19     2.89     5.30     -       -         0.00    -          -      -        -  
 148 IRAPE          57.77  2135.18      1.21     8.28     0.00     -       -         0.19     0.03      -    57.57  2127.89
 153 SAO DOMINGOS   43.52     6.46      6.22     3.89     0.00     -       -         0.00     0.03      -    58.94     8.75
 154 ITAPEBI        35.78    24.43     10.37     3.64     0.00     -       -         0.03     0.31      -    45.13    30.82
 155 RETIRO BAIXO   19.78     8.09      1.56     2.39     0.00     -       -         0.02     0.14      -    17.36     7.09
 156 TRES MARIAS    60.22  9199.94      7.32    36.29     0.00     -       -         0.89     0.36      -    60.02  9169.72
 162 QUEIMADO       41.77   192.87      0.69     1.38     0.09     -       -         0.05     0.05      -    41.58   191.99
 169 SOBRADINHO     44.89 12869.82     67.22    69.12     0.00     -       -        22.73     5.20      -    44.79 12840.01
 172 ITAPARICA      86.26  3060.51     72.92    73.53     0.00     -       -         5.80     9.05      -    85.82  3045.05
 173 MOXOTO           -        -       66.90    18.18     0.00    47.88    -         0.57     0.27      -      -        -  
 174 P.AFONSO 123     -        -       18.18    18.14     0.00     -       -         0.03     0.01      -      -        -  
 175 P.AFONSO 4       -        -       47.88    47.14     0.00     -       -         0.74    -          -      -        -  
 178 XINGO          24.51    15.20     61.59    69.12     0.00     -       -         0.44     0.03      -    11.61     7.20
 180 TOCOS          83.07     0.92      0.35     -        0.00     0.65    -         0.00     0.00      -    55.80     0.62
 181 SANTANA       100.00     7.73      2.24     -        0.00     -       -         0.00     0.00     2.75 100.00     7.73
 182 VIGARIO        83.84     9.23      2.24     -        2.18     0.00    -         0.00     0.00     9.53  84.37     9.29
 185 BARRA BRAUNA     -        -        3.72     3.60     0.00     -       -         0.01     0.11      -      -        -  
 189 P. CAVALO      69.88   658.27      0.95     0.26     0.00     -       -         0.00     1.16      -    69.83   657.81
 190 B. ESPERANCA   48.23   922.16     13.65    22.74     0.00     -       -         0.89     0.40      -    47.69   911.79
 192 GUILMAN-AMOR     -        -        1.12     1.00     0.07     -       -         0.00     0.05      -      -        -  
 193 SA CARVALHO      -        -        1.07     1.07     0.00     -       -         0.00     0.00      -      -        -  
 195 JAURU            -        -        5.27     5.17     0.09     -       -         0.00     0.01      -      -        -  
 196 GUAPORE          -        -        2.51     2.24     0.26     -       -         0.00     0.00      -      -        -  
 203 CORUMBA III    36.86    96.94     10.73     7.16     0.00     -       -         0.09     0.03      -    38.17   100.39
 204 CACH.CALDEIR     -        -       20.48    20.46     0.00     -       -         0.01    -          -      -        -  
 215 SALTO PILAO      -        -        7.43     6.79     0.62     -       -         0.00     0.02      -      -        -  
 217 ROSAL            -        -        0.86     0.66     0.18     -       -         0.00     0.02      -      -        -  
 225 SLT APIACAS      -        -        1.56     1.53     0.00     -       -         0.00     0.03      -      -        -  
 227 SINOP          39.47   812.70     28.94    35.68     3.46     -       -         0.37     0.33      -    38.95   801.81
 228 COLIDER          -        -       41.82    41.68     0.00     -       -         0.14     0.00      -      -        -  
 229 TELES PIRES      -        -       60.18    59.24     0.00     -       -         0.03     0.92      -      -        -  
 230 SAO MANOEL       -        -       58.85    59.74     0.00     -       -         0.01    -0.91      -      -        -  
 241 SLT VERDINHO     -        -        5.49     5.46     0.00     -       -         0.03     0.00      -      -        -  
 249 OURINHOS         -        -        8.40     8.39     0.00     -       -         0.00     0.00      -      -        -  
 251 SERRA MESA     58.51 25307.39      4.67    25.92     0.00     -       -         2.52     0.45      -    58.46 25283.17
 252 CANA BRAVA     92.43   361.41     26.27    19.27     0.00     -       -         0.27     0.01      -    94.15   368.13
 253 SAO SALVADOR   65.71    38.85     19.48    17.76     0.00     -       -         0.20     0.01      -    68.25    40.36
 257 PEIXE ANGIC    46.74   246.92     17.98    31.10     0.00     -       -         0.51     0.19      -    44.12   233.10
 261 LAJEADO        43.92   211.85     81.10    34.88     0.00     -       -         0.97     0.19      -    53.26   256.92
 262 SALTO            -        -        5.18     5.12     0.00     -       -         0.04     0.03      -      -        -  
 267 ESTREITO TOC   90.55  2165.01     86.11    86.40     0.00     -       -         1.31     0.16      -    90.48  2163.25
 272 CURUA-UNA      61.29   287.45     11.15     0.00     0.00     -       -         0.08     0.01      -    63.65   298.50
 275 TUCURUI        71.25 27773.44    141.57   329.77     0.00     -       -         2.49     2.01      -    70.75 27580.75
 276 RONDON II      37.22   106.48      5.53     0.83     0.73     -       -         0.00     0.03      -    38.59   110.42
 277 BALBINA        74.95  7715.57     41.13    33.70     0.00     -       -        -0.45     0.00      -    75.03  7723.45
 278 MANSO          61.08  1802.35      2.59    10.01     0.00     -       -         0.27     0.03      -    60.81  1794.64
 279 SAMUEL         10.42   265.63      1.73     7.03     0.00     -       -        -0.02     0.03      -    10.21   260.31
 280 COARACY NUNE     -        -       20.59    20.60     0.00     -       -        -0.01    -          -      -        -  
 281 PONTE PEDRA      -        -        4.75     3.85     0.84     -       -         0.00     0.07      -      -        -  
 283 STA CLARA MG     -        -        0.43     0.33     0.00     -       -         0.00     0.10      -      -        -  
 284 FERREIRA GOM     -        -       20.82    20.81     0.00     -       -         0.00     0.00      -      -        -  
 285 JIRAU           0.00     0.00    413.60   407.82     0.00     -       -        -0.35     5.49      -     0.04     0.64
 286 STO ANT JARI   11.28     3.25     33.35    24.66     3.89     -       -        -0.01     0.08      -    27.74     7.98
 287 STO ANTONIO     0.00     0.00    422.73   419.98     3.46     -       -        -0.71     0.00      -     0.00     0.00
 288 BELO MONTE       -        -       26.10    25.92     0.00     -       -         0.18    -          -      -        -  
 290 ESPORA         24.22    33.43      4.15     1.18     0.00     -       -         0.02     0.01      -    26.36    36.37
 304 ITIQUIRA I       -        -        3.20     3.17     0.00     -       -         0.00     0.03      -      -        -  
 305 ITIQUIRA II      -        -        3.17     3.17     0.00     -       -         0.00    -          -      -        -  
 309 JURUENA          -        -       10.80    10.60     0.00     -       -         0.00     0.20      -      -        -  
 310 DARDANELOS       -        -        3.72     1.88     1.81     -       -         0.00     0.02      -      -        -  
 311 CACU             -        -        4.15     4.09     0.00     -       -         0.01     0.04      -      -        -  
 312 B. COQUEIROS     -        -        4.28     4.26     0.00     -       -         0.02     0.00      -      -        -  
 314 PIMENTAL        0.18     0.19     67.39    39.74     0.00    26.10    -         0.00     0.67      -     1.01     1.07
 315 FOZ R. CLARO     -        -        4.63     4.62     0.00     -       -         0.01     0.01      -      -        -  

2 - AFLUENCIAS E DEFLUENCIAS POR USINA (m3/s):

 IND     NOME         VAZ.      VAZ.      VAZ.      VAZ.      VAZ.       VAZ.     VAZ.       DEF.      DEF      TURB.
                      AFLU      TURB      VERT      DESV      DESC       ALTE     BOMB       MIN       MAX       MAX
----------------------------------------------------------------------------------------------------------------------
   1 CAMARGOS           42.     36.34        0.       -         -        0.20       -        0.00      0.00    213.40
   2 ITUTINGA           36.     36.33        0.       -         -        0.00       -        0.00      0.00    241.00
   4 FUNIL-GRANDE       71.     70.00        0.       -         -        0.70       -        0.00      0.00    382.00
   6 FURNAS            242.    131.00        0.       -         -        3.20       -        0.00      0.00   1493.25
   7 M. DE MORAES      276.    408.39        0.       -         -        0.60       -        0.00      0.00   1252.65
   8 ESTREITO          397.    278.63        0.       -         -        0.10       -        0.00      0.00   1592.41
   9 JAGUARA           248.    342.87        0.       -         -        0.00       -        0.00      0.00   1076.00
  10 IGARAPAVA         226.    225.36        0.       -         -        0.10       -        0.00      0.00   1375.00
  11 VOLTA GRANDE      288.    427.43        0.       -         -        0.80       -        0.00      0.00   1588.00
  12 P. COLOMBIA       500.    456.90        0.       -         -        4.50       -        0.00      0.00   1401.00
  14 CACONDE            27.     32.00        0.       -         -        0.40       -        0.00      0.00     88.98
  15 E. DA CUNHA        49.     48.69        0.       -         -        0.30       -        0.00      0.00    144.00
  16 A.S.OLIVEIRA       48.     48.30        0.       -         -        0.00       -        0.00      0.00     86.00
  17 MARIMBONDO        614.    581.05        0.       -         -       20.20       -        0.00      0.00   2551.14
  18 A. VERMELHA       683.   1175.39        0.       -         -        5.60       -        0.00      0.00   2834.72
  20 BATALHA            14.     61.18        0.       -         -        1.00       -        0.00      0.00    153.97
  21 SERRA FACAO        69.     94.95        0.       -         -        0.30       -        0.00      0.00    326.58
  24 EMBORCACAO        147.     48.00        0.       -         -        8.30       -        0.00      0.00    989.56
  25 NOVA PONTE         98.    100.31        0.       -         -        1.70       -        0.00      0.00    591.00
  26 MIRANDA           113.    127.83        0.       -         -        0.30       -        0.00      0.00    696.00
  27 CAPIM BRANC1      128.     71.92        7.       -         -        0.40       -        0.00      0.00    501.00
  28 CAPIM BRANC2       79.     85.69        0.       -         -        1.00       -        0.00      0.00    537.00
  29 CORUMBA IV         18.    120.22        0.       -         -        1.20       -        0.00      0.00    234.00
  30 CORUMBA I         122.    138.52        0.       -         -        1.70       -        0.00      0.00    542.95
  31 ITUMBIARA         337.    717.45        0.       -         -        8.20       -        0.00      0.00   3039.41
  32 CACH.DOURADA      363.    361.78        0.       -         -        1.00       -        0.00      0.00   2351.00
  33 SAO SIMAO         612.   1390.63        0.       -         -       18.50       -        0.00      0.00   2129.97
  34 I. SOLTEIRA      2611.   2690.69        0.    218.05       -        3.70       -        0.00      0.00   9109.00
  37 BARRA BONITA      148.    162.10        0.       -         -       49.20       -        0.00      0.00    743.04
  38 A.S. LIMA         228.    100.05        0.       -         -        4.30       -        0.00      0.00    777.00
  39 IBITINGA          158.    179.04        0.       -         -        2.40       -        0.00      0.00    735.00
  40 PROMISSAO         223.    388.80        0.       -         -        2.20       -        0.00      0.00   1299.00
  42 NAVANHANDAVA      417.    255.84        0.       -         -        3.20       -        0.00      0.00   1389.00
  43 TRES IRMAOS       486.    604.99        0.      0.00       -        3.80       -        0.00      0.00   1760.00
  45 JUPIA            3295.   4000.00        0.       -         -        1.80       -        0.00      0.00   7077.25
  46 P. PRIMAVERA     4338.   4597.00        3.       -         -       21.10       -        0.00      0.00   9100.00
  47 A.A. LAYDNER       43.     90.00        0.       -         -        1.10       -        0.00      0.00    368.00
  48 PIRAJU             91.     90.82        0.       -         -        0.10       -        0.00      0.00    354.00
  49 CHAVANTES         117.    100.66        0.       -         -        0.80       -        0.00      0.00    630.04
  50 L.N. GARCEZ       131.    129.17        0.       -         -        1.80       -        0.00      0.00    564.00
  51 CANOAS II         131.    131.16        0.       -         -        0.20       -        0.00      0.00    545.59
  52 CANOAS I          137.    137.00        0.       -         -        0.30       -        0.00      0.00    555.00
  53 PARANAPANEMA       91.     90.78        0.       -         -        0.00       -        0.00      0.00    181.13
  57 MAUA              148.     60.00       19.       -         -        0.90       -        0.00      0.00    335.87
  61 CAPIVARA          292.    276.00        0.       -         -        4.40       -        0.00      0.00   1495.38
  62 TAQUARUCU         295.    349.35        0.       -         -        0.60       -        0.00      0.00   2575.00
  63 ROSANA            392.    647.27        0.       -         -        2.30       -        0.00      0.00   2476.00
  66 ITAIPU           5963.   4962.86        0.       -         -       24.10       -        0.00      0.00  13240.00
  71 STA CLARA PR       75.     49.74        6.       -         -        0.40       -        0.00      0.00    158.00
  72 FUNDAO             69.     56.26       13.       -         -        0.00       -        0.00      0.00    150.00
  73 JORDAO            119.       -         80.      0.00       -        0.00       -        0.00      0.00       -  
  74 G.B. MUNHOZ       698.    400.45        0.       -         -        6.40       -        0.00      0.00   1374.51
  76 SEGREDO           639.    639.69        0.       -         -        0.10       -        0.00      0.00   1231.63
  77 SLT.SANTIAGO      877.    449.17        0.       -         -        0.30       -        0.00      0.00   1540.00
  78 SALTO OSORIO      494.    696.34        0.       -         -        0.10       -        0.00      0.00   1907.59
  82 SALTO CAXIAS     1043.    774.97        0.       -         -        1.10       -        0.00      0.00   2183.14
  83 BAIXO IGUACU      900.    559.88        0.       -         -        1.00       -        0.00      0.00   2517.00
  86 BARRA GRANDE      295.    158.12        0.       -         -        0.50       -        0.00      0.00    504.00
  88 SAO ROQUE         304.    327.50     1398.       -         -        1.00       -        0.00      0.00    327.50
  89 GARIBALDI        1792.    516.64     1099.       -         -        0.50       -        0.00      0.00    517.20
  90 CAMPOS NOVOS     1653.    544.04     1152.       -         -        0.10       -        0.00      0.00    544.04
  91 MACHADINHO       1983.   1296.00      665.       -         -        0.40       -        0.00      0.00   1296.00
  92 ITA              2256.   1572.53     2150.       -         -        1.90       -        0.00      0.00   1572.53
  93 PASSO FUNDO        94.    104.00     1673.       -         -        0.40       -        0.00      0.00    104.00
  94 MONJOLINHO       1847.    152.01     1695.       -         -        0.10       -        0.00      0.00    156.00
  95 QUEBRA QUEIX       73.     52.44       10.       -         -        0.10       -        0.00      0.00    117.00
  97 CASTRO ALVES      157.     82.89       74.       -         -        0.40       -        0.00      0.00     82.89
  98 MONTE CLARO       262.    242.57       19.       -         -        0.90       -        0.00      0.00    376.00
  99 14 DE JULHO       275.    246.00       28.       -         -        0.50       -        0.00      0.00    346.00
 101 SAO JOSE          362.    258.57      103.       -         -        0.60       -        0.00      0.00    282.00
 102 PASSO S JOAO      376.    290.41       86.       -         -        0.00       -        0.00      0.00    332.00
 103 FOZ CHAPECO      5746.   1873.02     4181.       -         -        0.90       -        0.00      0.00   1873.02
 107 EDGARD SOUZA       57.       -         79.      0.00       -      -22.30       -        0.00      0.00       -  
 108 TRAICAO             0.       -          0.       -         -         -        0.00      0.00      0.00       -  
 109 PEDREIRA            0.       -          0.       -         -         -        0.00      0.00      0.00       -  
 110 ERNESTINA          68.       -        750.       -         -        0.00       -        0.00      0.00       -  
 111 PASSO REAL       1117.    218.25     2182.       -         -        0.30       -        0.00      0.00    228.00
 112 JACUI            2404.      0.00     2386.       -         -        0.00       -        0.00      0.00      0.00
 113 ITAUBA           2476.    501.13     1975.       -         -        0.10       -        0.00      0.00    501.13
 114 D. FRANCISCA     2634.    349.07     2318.       -         -        0.10       -        0.00      0.00    349.07
 115 G.P. SOUZA         18.      2.40        0.       -         -        0.10       -        0.00      0.00     40.00
 117 GUARAPIRANGA       10.       -          0.       -         -       10.30       -        0.00      0.00       -  
 118 BILLINGS           12.       -          0.      6.00       -        7.90      0.00      0.00      0.00       -  
 119 HENRY BORDEN        6.      6.00        0.       -         -         -         -        0.00      0.00    145.00
 120 JAGUARI             7.     19.79        0.       -         -        6.40       -        0.00      0.00     64.00
 121 PARAIBUNA          37.     42.08        0.       -         -        0.20       -        0.00      0.00    127.91
 122 SANTA BRANCA       47.     35.50        0.       -         -        0.00       -        0.00      0.00    129.32
 123 FUNIL             197.     70.00        0.       -         -        5.90       -        0.00      0.00    329.41
 124 LAJES               9.       -          6.     94.79       -        0.00       -        0.00      0.00       -  
 125 STA CECILIA        96.       -         71.       -         -        0.80   -142.10      0.00      0.00       -  
 126 PICADA             15.     13.89        1.       -         -        0.10       -        0.00      0.00     43.98
 127 SOBRAGI            31.     28.68        2.       -         -        0.80       -        0.00      0.00     87.00
 129 SIMPLICIO         158.     66.54        0.       -         -       91.30       -        0.00      0.00    205.46
 130 ILHA POMBOS        89.    178.67        0.       -         -      -89.40       -        0.00      0.00    485.86
 131 NILO PECANHA       25.     25.22        0.       -         -        0.00       -        0.00      0.00    133.30
 133 P. PASSOS         120.    120.00        0.       -         -        0.00       -        0.00      0.00    310.00
 134 SALTO GRANDE       24.     20.12        4.       -         -        0.30       -        0.00      0.00     67.85
 135 P. ESTRELA         24.     23.56        0.       -         -        0.00       -        0.00      0.00    254.00
 139 CANDONGA           40.     38.96        0.       -         -        1.00       -        0.00      0.00    318.00
 141 BAGUARI           114.    110.44        0.       -         -        3.10       -        0.00      0.00    896.00
 143 AIMORES           135.    116.41       16.       -         -        2.30       -        0.00      0.00    884.00
 144 MASCARENHAS       164.    162.31        0.       -         -        1.80       -        0.00      0.00    909.00
 145 SUICA               3.      2.90        0.       -         -        0.10       -        0.00      0.00     17.00
 146 FONTES C            6.      0.00        0.       -         -        5.50       -        0.00      0.00      0.00
 147 FONTES AB          95.     33.42       61.       -         -         -         -        0.00      0.00     33.42
 148 IRAPE              14.     95.82        0.       -         -        0.40       -        0.00      0.00    274.38
 153 SAO DOMINGOS       72.     45.04        0.       -         -        0.40       -        0.00      0.00    162.00
 154 ITAPEBI           120.     42.14        0.       -         -        3.60       -        0.00      0.00    454.00
 155 RETIRO BAIXO       18.     27.67        0.       -         -        1.60       -        0.00      0.00    128.00
 156 TRES MARIAS        85.    420.00        0.       -         -        4.20       -        0.00      0.00    902.25
 162 QUEIMADO            8.     16.00        1.       -         -        0.60       -        0.00      0.00     69.00
 169 SOBRADINHO        778.    800.00        0.       -         -       60.20       -        0.00      0.00   3596.09
 172 ITAPARICA         844.    851.01        0.       -         -      104.80       -        0.00      0.00   3330.00
 173 MOXOTO            774.    210.46        0.    554.15       -        3.10       -        0.00      0.00   2228.00
 174 P.AFONSO 123      210.    210.00        0.       -         -        0.10       -        0.00      0.00   1330.00
 175 P.AFONSO 4        554.    545.63        0.       -         -         -         -        0.00      0.00   1604.00
 178 XINGO             713.    800.00        0.       -         -        0.40       -        0.00      0.00   2510.00
 180 TOCOS               4.       -          0.      7.49       -        0.00       -        0.00      0.00       -  
 181 SANTANA            26.       -          0.       -         -        0.00     31.79      0.00      0.00       -  
 182 VIGARIO            26.       -         25.      0.00       -        0.00    110.32      0.00      0.00       -  
 185 BARRA BRAUNA       43.     41.62        0.       -         -        1.30       -        0.00      0.00    192.00
 189 P. CAVALO          11.      3.00        0.       -         -       13.40       -        0.00      0.00    180.00
 190 B. ESPERANCA      158.    263.17        0.       -         -        4.60       -        0.00      0.00    627.45
 192 GUILMAN-AMOR       13.     11.59        1.       -         -        0.60       -        0.00      0.00    134.95
 193 SA CARVALHO        12.     12.38        0.       -         -        0.00       -        0.00      0.00     51.00
 195 JAURU              61.     59.89        1.       -         -        0.10       -        0.00      0.00    129.00
 196 GUAPORE            29.     25.98        3.       -         -        0.00       -        0.00      0.00     81.00
 203 CORUMBA III       124.     82.91        0.       -         -        0.30       -        0.00      0.00    286.21
 204 CACH.CALDEIR      237.    236.84        0.       -         -         -         -        0.00      0.00   1094.00
 215 SALTO PILAO        86.     78.60        7.       -         -        0.20       -        0.00      0.00    110.00
 217 ROSAL              10.      7.70        2.       -         -        0.20       -        0.00      0.00     34.00
 225 SLT APIACAS        18.     17.69        0.       -         -        0.30       -        0.00      0.00    136.00
 227 SINOP             335.    413.00       40.       -         -        3.80       -        0.00      0.00   1564.84
 228 COLIDER           484.    482.44        0.       -         -        0.00       -        0.00      0.00   1551.00
 229 TELES PIRES       696.    685.60        0.       -         -       10.60       -        0.00      0.00   3860.00
 230 SAO MANOEL        681.    691.44        0.       -         -      -10.50       -        0.00      0.00   2453.33
 241 SLT VERDINHO       64.     63.21        0.       -         -        0.00       -        0.00      0.00    270.00
 249 OURINHOS           97.     97.15        0.       -         -        0.00       -        0.00      0.00    507.00
 251 SERRA MESA         54.    300.00        0.       -         -        5.20       -        0.00      0.00   1051.21
 252 CANA BRAVA        304.    223.04        0.       -         -        0.10       -        0.00      0.00   1164.00
 253 SAO SALVADOR      225.    205.52        0.       -         -        0.10       -        0.00      0.00   1180.00
 257 PEIXE ANGIC       208.    360.00        0.       -         -        2.20       -        0.00      0.00   2094.00
 261 LAJEADO           939.    403.68        0.       -         -        2.20       -        0.00      0.00   3445.00
 262 SALTO              60.     59.27        0.       -         -        0.30       -        0.00      0.00    260.00
 267 ESTREITO TOC      997.   1000.00        0.       -         -        1.80       -        0.00      0.00   6320.00
 272 CURUA-UNA         129.      0.00        0.       -         -        0.10       -        0.00      0.00    252.00
 275 TUCURUI          1639.   3816.78        0.       -         -       23.30       -        0.00      0.00  12809.52
 276 RONDON II          64.      9.59        8.       -         -        0.30       -        0.00      0.00    147.00
 277 BALBINA           476.    390.00        0.       -         -        0.00       -        0.00      0.00   1285.00
 278 MANSO              30.    115.83        0.       -         -        0.30       -        0.00      0.00    307.84
 279 SAMUEL             20.     81.34        0.       -         -        0.40       -        0.00      0.00    850.00
 280 COARACY NUNE      238.    238.42        0.       -         -         -         -        0.00      0.00    394.07
 281 PONTE PEDRA        55.     44.51       10.       -         -        0.80       -        0.00      0.00     77.74
 283 STA CLARA MG        5.      3.87        0.       -         -        1.10       -        0.00      0.00    131.67
 284 FERREIRA GOM      241.    240.88        0.       -         -        0.00       -        0.00      0.00   1158.00
 285 JIRAU            4787.   4720.09        0.       -         -       63.50       -        0.00      0.00  16161.04
 286 STO ANT JARI      386.    285.42       45.       -         -        0.90       -        0.00      0.00   1482.50
 287 STO ANTONIO      4893.   4860.88       40.       -         -        0.00       -        0.00      0.00   9259.00
 288 BELO MONTE        302.    300.00        0.       -         -         -         -        0.00      0.00  13107.00
 290 ESPORA             48.     13.61        0.       -         -        0.10       -        0.00      0.00     47.15
 304 ITIQUIRA I         37.     36.69        0.       -         -        0.30       -        0.00      0.00     40.00
 305 ITIQUIRA II        37.     36.69        0.       -         -         -         -        0.00      0.00     80.00
 309 JURUENA           125.    122.70        0.       -         -        2.30       -        0.00      0.00    166.00
 310 DARDANELOS         43.     21.80       21.       -         -        0.20       -        0.00      0.00    272.00
 311 CACU               48.     47.39        0.       -         -        0.50       -        0.00      0.00    135.00
 312 B. COQUEIROS       50.     49.32        0.       -         -        0.00       -        0.00      0.00    280.00
 314 PIMENTAL          780.    460.00        0.    302.09       -        7.70       -        0.00      0.00   2030.00
 315 FOZ R. CLARO       54.     53.44        0.       -         -        0.10       -        0.00      0.00    302.00

3 - GERACAO HIDROELETRICA:

 IND     NOME     SIST  VAZ.TURB    GHID      RESER     GHMAX      VT     PRODUT.MEDIA
                         (m3/s)     (MW)      (MW)      (MW)     (m3/s)  (MW/(m3/s))
-------------------------------------------------------------------------------------
   1 CAMARGOS      SE     36.34      7.75       -       46.00      0.00      0.21
   2 ITUTINGA      SE     36.33      8.99       -       52.00      0.00      0.25
   4 FUNIL-GRANDE  SE     70.00     25.50       -      120.00      0.00      0.36
   6 FURNAS        SE    131.00    103.01       -     1216.00      0.00      0.79
   7 M. DE MORAES  SE    408.39    148.20       -      476.00      0.00      0.36
   8 ESTREITO      SE    278.63    155.95       -      875.00      0.00      0.56
   9 JAGUARA       SE    342.87    139.08       -      424.00      0.00      0.41
  10 IGARAPAVA     SE    225.36     34.92       -      210.00      0.00      0.15
  11 VOLTA GRANDE  SE    427.43    106.98       -      380.00      0.00      0.25
  12 P. COLOMBIA   SE    456.90     97.12       -      240.00      0.00      0.21
  14 CACONDE       SE     32.00     25.26       -       80.40      0.00      0.79
  15 E. DA CUNHA   SE     48.69     36.88       -      108.80      0.00      0.76
  16 A.S.OLIVEIRA  SE     48.30     10.74       -       16.00      0.00      0.22
  17 MARIMBONDO    SE    581.05    278.93       -     1440.00      0.00      0.48
  18 A. VERMELHA   SE   1175.39    507.75       -     1396.20      0.00      0.43
  20 BATALHA       SE     61.18     20.91       -       52.50      0.00      0.34
  21 SERRA FACAO   SE     94.95     60.00       -      212.58      0.00      0.63
  24 EMBORCACAO    SE     48.00     53.85       -     1192.00      0.00      1.12
  25 NOVA PONTE    SE    100.31     91.17       -      510.00      0.00      0.91
  26 MIRANDA       SE    127.83     80.00       -      408.00      0.00      0.63
  27 CAPIM BRANC1  SE     71.92     36.62       -      243.09    429.08      0.51
  28 CAPIM BRANC2  SE     85.69     36.50       -      211.47      0.00      0.43
  29 CORUMBA IV    SE    120.22     69.56       -      129.20      0.00      0.58
  30 CORUMBA I     SE    138.52     80.00       -      375.00      0.00      0.58
  31 ITUMBIARA     SE    717.45    467.60       -     2082.00      0.00      0.65
  32 CACH.DOURADA  SE    361.78    101.52       -      604.00      0.00      0.28
  33 SAO SIMAO     SE   1390.63    838.89       -     1710.00      0.00      0.60
  34 I. SOLTEIRA   SE   2690.69   1041.35       -     3268.00      0.00      0.39
  37 BARRA BONITA  SE    162.10     30.28       -      140.76      0.00      0.19
  38 A.S. LIMA     SE    100.05     18.72       -      143.10      0.00      0.19
  39 IBITINGA      SE    179.04     32.56       -      131.49      0.00      0.18
  40 PROMISSAO     SE    388.80     79.74       -      264.00      0.00      0.21
  42 NAVANHANDAVA  SE    255.84     71.97       -      347.40      0.00      0.28
  43 TRES IRMAOS   SE    604.99    239.51       -      646.00      0.00      0.40
  45 JUPIA         SE   4000.00    723.20       -     1329.60      0.00      0.18
  46 P. PRIMAVERA  SE   4597.00    820.35       -     1540.00   4503.00      0.18
  47 A.A. LAYDNER  SE     90.00     25.58       -      100.96      0.00      0.28
  48 PIRAJU        SE     90.82     21.70       -       80.00      0.00      0.24
  49 CHAVANTES     SE    100.66     61.27       -      414.00      0.00      0.61
  50 L.N. GARCEZ   SE    129.17     19.82       -       73.80      0.00      0.15
  51 CANOAS II     SE    131.16     17.22       -       72.00      0.00      0.13
  52 CANOAS I      SE    137.00     21.72       -       82.50      0.00      0.16
  53 PARANAPANEMA  SE     90.78     11.75       -       24.61      0.00      0.13
  57 MAUA          S      60.00     18.38       -      352.08    275.87      0.31
  61 CAPIVARA      SE    276.00     99.80       -      643.00      0.00      0.36
  62 TAQUARUCU     SE    349.35     80.00       -      525.00      0.00      0.23
  63 ROSANA        SE    647.27    125.94       -      354.00      0.00      0.19
  66 ITAIPU        SE   4962.86   5366.04       -    14000.00      0.00      1.08
  71 STA CLARA PR  S      49.74     31.55       -      120.17    108.26      0.63
  72 FUNDAO        S      56.26     30.59       -      120.17     93.74      0.54
  73 JORDAO        S        -         -         -         -         -         -  
  74 G.B. MUNHOZ   S     400.45    473.57       -     1676.00      0.00      1.18
  76 SEGREDO       S     639.69    526.86       -     1260.00      0.00      0.82
  77 SLT.SANTIAGO  S     449.17    414.17       -     1420.00      0.00      0.92
  78 SALTO OSORIO  S     696.34    315.91       -     1103.67      0.00      0.45
  82 SALTO CAXIAS  S     774.97    353.15       -     1240.00      0.00      0.46
  83 BAIXO IGUACU  S     559.88     40.53       -      350.20      0.00      0.07
  86 BARRA GRANDE  S     158.12    201.25       -      690.00      0.00      1.27
  88 SAO ROQUE     S     327.50    129.39       -      141.90      0.00      0.40
  89 GARIBALDI     S     516.64     87.00       -      189.00      0.00      0.17
  90 CAMPOS NOVOS  S     544.04    870.96       -      880.00      0.00      1.60
  91 MACHADINHO    S    1296.00   1131.61       -     1140.00      0.00      0.87
  92 ITA           S    1572.53   1398.00       -     1450.00      0.00      0.89
  93 PASSO FUNDO   S     104.00    218.39       -      226.00      0.00      2.10
  94 MONJOLINHO    S     152.01     74.00       -       74.00      0.00      0.49
  95 QUEBRA QUEIX  S      52.44     45.70       -      120.00     64.49      0.87
  97 CASTRO ALVES  S      82.89     23.38       -       86.67      0.00      0.28
  98 MONTE CLARO   S     242.57     25.14       -      130.00    133.43      0.10
  99 14 DE JULHO   S     246.00     74.25       -      100.00    100.00      0.30
 101 SAO JOSE      S     258.57     14.88       -       51.00     20.89      0.06
 102 PASSO S JOAO  S     290.41     73.37       -       77.00     33.62      0.25
 103 FOZ CHAPECO   S    1873.02    768.40       -      855.00      0.00      0.41
 107 EDGARD SOUZA  SE       -         -         -         -         -         -  
 108 TRAICAO       SE       -         -         -         -         -         -  
 109 PEDREIRA      SE       -         -         -         -         -         -  
 110 ERNESTINA     S        -         -         -         -         -         -  
 111 PASSO REAL    S     218.25     50.50       -       76.00      7.59      0.23
 112 JACUI         S       0.00      0.00       -        0.00      0.00      0.00
 113 ITAUBA        S     501.13    372.01       -      411.79      0.00      0.74
 114 D. FRANCISCA  S     349.07     58.34       -      125.00      0.00      0.17
 115 G.P. SOUZA    S       2.40      4.44       -      260.00      0.00      1.85
 117 GUARAPIRANGA  SE       -         -         -         -         -         -  
