& CONDICOES INICIAIS DAS UNIDADES                
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D T  TITULINFLX
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X  X  XXXXXXXXXX
249 PORSUD I      4  4  0 0 F                               951.50
249 PORSUD I      5  4  0 0 F                               951.50
249 PORSUD I      6  4  0 0 F                               951.50
250 PORSUD II     1  4  0 0 F                               951.72
250 PORSUD II     2  4  0 0 F                               951.72
250 PORSUD II     3  4  0 0 F                               951.72
250 PORSUD II     4  4  0 0 F                               951.72
250 PORSUD II     5  4  0 0 F                               951.72
251 POVOACAO I    1  4  0 0 F                              1172.04
251 POVOACAO I    2  4  0 0 F                              1172.04
 62 SEROPEDICA    1  4  0 0 F                              1180.90
 62 SEROPEDICA    2  4  0 0 F                              1180.90
 62 SEROPEDICA    3  4  0 0 F                              1180.90
 62 SEROPEDICA    4  4  0 0 F                              1180.90
 62 SEROPEDICA    5  4  0 0 F                              1180.90
 62 SEROPEDICA    6  4  0 0 F                              1180.90
 62 SEROPEDICA    7  4  0 0 F                              1180.90
 62 SEROPEDICA    8  4  0 0 F                              1180.90
&UTE ST.CRUZ 34 sem operação comercial conforme despacho 3.263/2012 da ANEEL
  4 ST.CRUZ 34    3  4  0 0 F                        0.0    310.41
  4 ST.CRUZ 34    4  4  0 0 F                        0.0    310.41
 86 SANTA CRUZ    1  4  0 0 F                               200.61
 86 SANTA CRUZ    2  4  0 0 F                               200.61
 86 SANTA CRUZ    3  4  0 0 F                               200.61
 86 SANTA CRUZ    4  4  0 0 F                               200.61
146 UTE STA VI    1  4  0 0 F                               157.20
&UTE TNORTE 2 sem CUST conforme oficio Nº 755/2023-SCE/ANEEL
&UTE TNORTE 2 sem CVU valido
194 TNORTE 2      1  4  0 0 F                        0.0      0.00
194 TNORTE 2      2  4  0 0 F                        0.0      0.00
194 TNORTE 2      3  4  0 0 F                        0.0      0.00
194 TNORTE 2      4  4  0 0 F                        0.0      0.00
194 TNORTE 2      5  4  0 0 F                        0.0      0.00
194 TNORTE 2      6  4  0 0 F                        0.0      0.00
194 TNORTE 2      7  4  0 0 F                        0.0      0.00
223 PROSP_III     1  4  0 0 F                               218.33
223 PROSP_III     2  4  0 0 F                               218.33
223 PROSP_III     3  4  0 0 F                               218.33
223 PROSP_III     4  4  0 0 F                               218.33
223 PROSP_III     5  4  0 0 F                               218.33
223 PROSP_III     6  4  0 0 F                               218.33
241 PROSP_II      1  4  0 0 F                               305.68
241 PROSP_II      2  4  0 0 F                               305.68
241 PROSP_II      3  4  0 0 F                               305.68
241 PROSP_II      4  4  0 0 F                               305.68
 90 T.MACAE       1  4  0 0 F                               958.78
 90 T.MACAE       2  4  0 0 F                               958.78
 90 T.MACAE       3  4  0 0 F                               958.78
 90 T.MACAE       4  4  0 0 F                               958.78
 90 T.MACAE       5  4  0 0 F                               958.78
 90 T.MACAE       6  4  0 0 F                               958.78
 90 T.MACAE       7  4  0 0 F                               958.78
 90 T.MACAE       8  4  0 0 F                               958.78
 90 T.MACAE       9  4  0 0 F                               958.78
 90 T.MACAE      10  4  0 0 F                               958.78
 90 T.MACAE      11  4  0 0 F                               958.78
 90 T.MACAE      12  4  0 0 F                               958.78
 90 T.MACAE      13  4  0 0 F                               958.78
 90 T.MACAE      14  4  0 0 F                               958.78
 90 T.MACAE      15  4  0 0 F                               958.78
 90 T.MACAE      16  4  0 0 F                               958.78
 90 T.MACAE      17  4  0 0 F                               958.78
 90 T.MACAE      18  4  0 0 F                               958.78
 90 T.MACAE      19  4  0 0 F                               958.78
 90 T.MACAE      20  4  0 0 F                               958.78
 47 TERMORIO      1  4  0 0 F                               973.93
 47 TERMORIO      2  4  0 0 F                               973.93
 47 TERMORIO      3  4  0 0 F                               973.93
 47 TERMORIO      4  4  0 0 F                               973.93
 47 TERMORIO      5  4  0 0 F                               973.93
 47 TERMORIO      6  4  0 0 F                               973.93
 47 TERMORIO      7  4  0 0 F                               973.93
 47 TERMORIO      8  4  0 0 F                               973.93
 47 TERMORIO      9  4  0 0 F                               973.93
 47 TERMORIO     10  4  0 0 F                               973.93
 47 TERMORIO     11  4  0 0 F                               973.93
 47 TERMORIO     12  4  0 0 F                               973.93
 47 TERMORIO     13  4  0 0 F                               973.93
 47 TERMORIO     14  4  0 0 F                               973.93
 47 TERMORIO     15  4  0 0 F                               973.93
 47 TERMORIO     16  4  0 0 F                               973.93
 47 TERMORIO     17  4  0 0 F                               973.93
 47 TERMORIO     18  4  0 0 F                               973.93
 47 TERMORIO     19  4  0 0 F                               973.93
 47 TERMORIO     20  4  0 0 F                               973.93
 47 TERMORIO     21  4  0 0 F                               973.93
 47 TERMORIO     22  4  0 0 F                               973.93
 47 TERMORIO     23  4  0 0 F                               973.93
 47 TERMORIO     24  4  0 0 F                               973.93
 47 TERMORIO     25  4  0 0 F                               973.93
 47 TERMORIO     26  4  0 0 F                               973.93
 47 TERMORIO     27  4  0 0 F                               973.93
 47 TERMORIO     28  4  0 0 F                               973.93
 47 TERMORIO     29  4  0 0 F                               973.93
 47 TERMORIO     30  4  0 0 F                               973.93
 47 TERMORIO     31  4  0 0 F                               973.93
 68 T.LAGOAS      1  4  0 0 F                               862.92
 68 T.LAGOAS      2  4  0 0 F                               862.92
 68 T.LAGOAS      3  4  0 0 F                               862.92
 68 T.LAGOAS      4  4  0 0 F                               862.92
 68 T.LAGOAS      5  4  0 0 F                               862.92
 68 T.LAGOAS      6  4  0 0 F                               862.92
 68 T.LAGOAS      7  4  0 0 F                               862.92
 68 T.LAGOAS      8  4  0 0 F                               862.92
 68 T.LAGOAS      9  4  0 0 F                               862.92
 68 T.LAGOAS     10  4  0 0 F                               862.92
 68 T.LAGOAS     11  4  0 0 F                               862.92
 68 T.LAGOAS     12  4  0 0 F                               862.92
 68 T.LAGOAS     13  4  0 0 F                               862.92
 68 T.LAGOAS     14  4  0 0 F                               862.92
 68 T.LAGOAS     15  4  0 0 F                               862.92
 49 VIANA         1  4  0 0 F                              1106.85
253 VIANA I       1  4  0 0 F                              1172.04
253 VIANA I       2  4  0 0 F                              1172.04
253 VIANA I       3  4  0 0 F                              1172.04
253 VIANA I       4  4  0 0 F                              1172.04
&UTE XAVANTES sem CVU valido
&UTE XAVANTES sem operação comercial conforme despacho 5.196/23 da ANEEL
108 XAVANTES      1  4  0 0 F                        0.0      0.00
108 XAVANTES      2  4  0 0 F                        0.0      0.00
 48 ARAUCARIA     1  4  0 0 F                              1069.78
 48 ARAUCARIA     2  4  0 0 F                              1069.78
 48 ARAUCARIA     3  4  0 0 F                              1069.78
254 B.BONITA I    1  4  0 0 F                               778.35
&Ajuste conforme despacho 2.968/25 da ANEEL
156 CANDIOTA_3    1  4  0 0 F                               519.99
 64 CANOAS        1  4  0 0 F                              1358.20
&UTE FIGUEIRA sem operação comercial conforme despacho 561/24 da ANEEL
 28 FIGUEIRA      1  4  0 0 F                        0.0    330.64
 26 J.LAC. A1     1  4  0 0 F                               475.13
 26 J.LAC. A1     2  4  0 0 F                               475.13
 27 J.LAC. A2     3  4  0 0 F                               406.63
 27 J.LAC. A2     4  4  0 0 F                               406.63
 25 J.LACER. B    5  4  0 0 F                               397.24
 25 J.LACER. B    6  4  0 0 F                               397.24
 24 J.LACER. C    7  4  0 0 F                               341.04
107 PAMPA SUL     1  4  0 0 F                               101.20
149 SAO SEPE      1  4  0 0 F                               113.53
 35 URUGUAIANA    1  4  0 0 F                               787.71
 35 URUGUAIANA    2  4  0 0 F                               787.71
 35 URUGUAIANA    3  4  0 0 F                               787.71
235 C.MURICY 2    1  4  0 0 F                              2425.10
235 C.MURICY 2    2  4  0 0 F                              2425.10
235 C.MURICY 2    3  4  0 0 F                              2425.10
235 C.MURICY 2    4  4  0 0 F                              2425.10
235 C.MURICY 2    5  4  0 0 F                              2425.10
235 C.MURICY 2    6  4  0 0 F                              2425.10
235 C.MURICY 2    7  4  0 0 F                              2425.10
235 C.MURICY 2    8  4  0 0 F                              2425.10
235 C.MURICY 2    9  4  0 0 F                              2425.10
235 C.MURICY 2   10  4  0 0 F                              2425.10
235 C.MURICY 2   11  4  0 0 F                              2425.10
235 C.MURICY 2   12  4  0 0 F                              2425.10
&Ajuste conforme despacho 2.968/25 da ANEEL
 52 CAMPINA_GR    1  4  0 0 F                              2031.74
 52 CAMPINA_GR    2  4  0 0 F                              2031.74
 52 CAMPINA_GR    3  4  0 0 F                              2031.74
 52 CAMPINA_GR    4  4  0 0 F                              2031.74
 53 GLOBAL I      1  4  0 0 F                              1238.52
 53 GLOBAL I      2  4  0 0 F                              1238.52
 53 GLOBAL I      3  4  0 0 F                              1238.52
 53 GLOBAL I      4  4  0 0 F                              1238.52
 53 GLOBAL I      5  4  0 0 F                              1238.52
 53 GLOBAL I      6  4  0 0 F                              1238.52
 53 GLOBAL I      7  4  0 0 F                              1238.52
 53 GLOBAL I      8  4  0 0 F                              1238.52
 53 GLOBAL I      9  4  0 0 F                              1238.52
 53 GLOBAL I     10  4  0 0 F                              1238.52
 53 GLOBAL I     11  4  0 0 F                              1238.52
 55 GLOBAL II     1  4  0 0 F                              1238.52
 55 GLOBAL II     2  4  0 0 F                              1238.52
 55 GLOBAL II     3  4  0 0 F                              1238.52
 55 GLOBAL II     4  4  0 0 F                              1238.52
 55 GLOBAL II     5  4  0 0 F                              1238.52
 55 GLOBAL II     6  4  0 0 F                              1238.52
 55 GLOBAL II     7  4  0 0 F                              1238.52
 55 GLOBAL II     8  4  0 0 F                              1238.52
 55 GLOBAL II     9  4  0 0 F                              1238.52
 55 GLOBAL II    10  4  0 0 F                              1238.52
 55 GLOBAL II    11  4  0 0 F                              1238.52
&UG5 UTE MARACANAU sem operação comercial conforme despacho 3.488/24 da ANEEL
&UTE MARACANAU sem CVU valido
 57 MARACANAU     1  4  0 0 F                        0.0      0.00
 57 MARACANAU     2  4  0 0 F                        0.0      0.00
 57 MARACANAU     3  4  0 0 F                        0.0      0.00
 57 MARACANAU     4  4  0 0 F                        0.0      0.00
 57 MARACANAU     5  4  0 0 F                        0.0      0.00
 57 MARACANAU     6  4  0 0 F                        0.0      0.00
 57 MARACANAU     7  4  0 0 F                        0.0      0.00
 57 MARACANAU     8  4  0 0 F                        0.0      0.00
167 P.PECEM1      1  4  0 0 F                               306.17
167 P.PECEM1      2  4  0 0 F                               306.17
163 P.PECEM2      1  4  0 0 F                               315.79
224 PSERGIPE I    1  4  0 0 F                               320.22
224 PSERGIPE I    2  4  0 0 F                               320.22
224 PSERGIPE I    3  4  0 0 F                               320.22
224 PSERGIPE I    4  4  0 0 F                               320.22
224 PSERGIPE I    5  4  0 0 F                               320.22
224 PSERGIPE I    6  4  0 0 F                               320.22
224 PSERGIPE I    7  4  0 0 F                               320.22
162 PECEM 2       1  4  0 0 F                              2450.43
162 PECEM 2       2  4  0 0 F                              2450.43
162 PECEM 2       3  4  0 0 F                              2450.43
162 PECEM 2       4  4  0 0 F                              2450.43
162 PECEM 2       5  4  0 0 F                              2450.43
162 PECEM 2       6  4  0 0 F                              2450.43
162 PECEM 2       7  4  0 0 F                              2450.43
162 PECEM 2       8  4  0 0 F                              2450.43
162 PECEM 2       9  4  0 0 F                              2450.43
162 PECEM 2      10  4  0 0 F                              2450.43
162 PECEM 2      11  4  0 0 F                              2450.43
162 PECEM 2      12  4  0 0 F                              2450.43
 98 PERNAMBU_3    1  4  0 0 F                               845.18
 98 PERNAMBU_3    2  4  0 0 F                               845.18
 98 PERNAMBU_3    3  4  0 0 F                               845.18
 98 PERNAMBU_3    4  4  0 0 F                               845.18
&UTE PETROLINA sem CVU valido
&UTE PETROLINA sem operação comercial conforme despacho 3.902/24 da ANEEL
144 PETROLINA     1  4  0 0 F                        0.0      0.00
144 PETROLINA     2  4  0 0 F                        0.0      0.00
144 PETROLINA     3  4  0 0 F                        0.0      0.00
144 PETROLINA     4  4  0 0 F                        0.0      0.00
144 PETROLINA     5  4  0 0 F                        0.0      0.00
144 PETROLINA     6  4  0 0 F                        0.0      0.00
144 PETROLINA     7  4  0 0 F                        0.0      0.00
144 PETROLINA     8  4  0 0 F                        0.0      0.00
151 POTIGUAR      1  4  0 0 F                              1917.52
151 POTIGUAR      2  4  0 0 F                              1917.52
151 POTIGUAR      3  4  0 0 F                              1917.52
151 POTIGUAR      4  4  0 0 F                              1917.52
161 POTIGUAR_3    1  4  0 0 F                              1917.52
161 POTIGUAR_3    2  4  0 0 F                              1917.52
161 POTIGUAR_3    3  4  0 0 F                              1917.52
161 POTIGUAR_3    4  4  0 0 F                              1917.52
161 POTIGUAR_3    5  4  0 0 F                              1917.52
161 POTIGUAR_3    6  4  0 0 F                              1917.52
147 PROSP_I       1  4  0 0 F                               214.28
147 PROSP_I       2  4  0 0 F                               214.28
147 PROSP_I       3  4  0 0 F                               214.28
170 SUAPE II      1  4  0 0 F                              1000.57
170 SUAPE II      2  4  0 0 F                              1000.57
170 SUAPE II      3  4  0 0 F                              1000.57
170 SUAPE II      4  4  0 0 F                              1000.57
170 SUAPE II      5  4  0 0 F                              1000.57
170 SUAPE II      6  4  0 0 F                              1000.57
170 SUAPE II      7  4  0 0 F                              1000.57
170 SUAPE II      8  4  0 0 F                              1000.57
170 SUAPE II      9  4  0 0 F                              1000.57
170 SUAPE II     10  4  0 0 F                              1000.57
170 SUAPE II     11  4  0 0 F                              1000.57
170 SUAPE II     12  4  0 0 F                              1000.57
170 SUAPE II     13  4  0 0 F                              1000.57
170 SUAPE II     14  4  0 0 F                              1000.57
170 SUAPE II     15  4  0 0 F                              1000.57
170 SUAPE II     16  4  0 0 F                              1000.57
170 SUAPE II     17  4  0 0 F                              1000.57
 43 T.BAHIA       1  4  0 0 F                              1049.88
152 TERMOCABO     1  4  0 0 F                              1421.23
152 TERMOCABO     2  4  0 0 F                              1421.23
152 TERMOCABO     3  4  0 0 F                              1421.23
 58 TERMOCEARA    1  4  0 0 F                              2203.92
 58 TERMOCEARA    2  4  0 0 F                              2203.92
 58 TERMOCEARA    3  4  0 0 F                              2203.92
 58 TERMOCEARA    4  4  0 0 F                              2203.92
&Ajuste conforme despacho 2.968/25 da ANEEL
 67 TERMONE       1  4  0 0 F                              1785.14
 67 TERMONE       2  4  0 0 F                              1785.14
 67 TERMONE       3  4  0 0 F                              1785.14
&Ajuste conforme despacho 2.968/25 da ANEEL
 69 TERMOPB       1  4  0 0 F                              1785.14
 69 TERMOPB       2  4  0 0 F                              1785.14
 69 TERMOPB       3  4  0 0 F                              1785.14
 96 TERMOPE       1  4  0 0 F                               877.37
 96 TERMOPE       2  4  0 0 F                               877.37
 96 TERMOPE       3  4  0 0 F                               877.37
 83 VALE ACU      2  4  0 0 F                               450.86
201 APARECIDA     1  4  0 0 F                               102.64
201 APARECIDA     2  4  0 0 F                               102.64
201 APARECIDA     3  4  0 0 F                               102.64
201 APARECIDA     4  4  0 0 F                               102.64
203 PORAQUE       1  4  0 0 F                               102.64
203 PORAQUE       2  4  0 0 F                               102.64
203 PORAQUE       3  4  0 0 F                               102.64
203 PORAQUE       4  4  0 0 F                               102.64
203 PORAQUE       5  4  0 0 F                               102.64
 73 GERAMAR1      1  4  0 0 F                              1014.22
 70 GERAMAR2      1  4  0 0 F                              1014.22
204 JARAQUI       6  4  0 0 F                               102.64
204 JARAQUI       7  4  0 0 F                               102.64
205 PIRARUCU      1  4  0 0 F                               102.64
205 PIRARUCU      2  4  0 0 F                               102.64
205 PIRARUCU      3  4  0 0 F                               102.64
205 PIRARUCU      4  4  0 0 F                               102.64
212 MARANHAO3     1  4  0 0 F                               110.91
 36 MARANHAOIV    1  4  0 0 F                               186.44
 21 MARANHAO V    1  4  0 0 F                               186.44
140 UTE MAUA 3    1  4  0 0 F                               102.64
140 UTE MAUA 3    2  4  0 0 F                               102.64
140 UTE MAUA 3    3  4  0 0 F                               102.64
 46 N.VENECIA2    1  4  0 0 F                               294.56
 46 N.VENECIA2    2  4  0 0 F                               294.56
116 PARNAIB_IV    1  4  0 0 F                               869.73
239 PARNAIBA_V    1  4  0 0 F                               224.46
207 TUCUNARE      1  4  0 0 F                               102.64
207 TUCUNARE      2  4  0 0 F                               102.64
207 TUCUNARE      3  4  0 0 F                               102.64
207 TUCUNARE      4  4  0 0 F                               102.64
176 P. ITAQUI     1  4  0 0 F                               307.99
209 TAMBAQUI      5  4  0 0 F                               102.64
209 TAMBAQUI      6  4  0 0 F                               102.64
209 TAMBAQUI      7  4  0 0 F                               102.64
383 ATLAN_CSA     1  4  0 0 F                                 0.00
383 ATLAN_CSA     2  4  0 0 F                                 0.00
383 ATLAN_CSA     3  4  0 0 F                                 0.00
383 ATLAN_CSA     4  4  0 0 F                                 0.00
383 ATLAN_CSA     5  4  0 0 F                                 0.00
383 ATLAN_CSA     6  4  0 0 F                                 0.00
383 ATLAN_CSA     7  4  0 0 F                                 0.00
 60 NORTEFLU      1  4  0 0 F                               976.02
 60 NORTEFLU      2  4  0 0 F                               976.02
 60 NORTEFLU      3  4  0 0 F                               976.02
 60 NORTEFLU      4  4  0 0 F                               976.02
 60 NORTEFLU      5  4  0 0 F                               976.02
 60 NORTEFLU      6  4  0 0 F                               976.02
 60 NORTEFLU      7  4  0 0 F                               976.02
&UG 5 da UTE W.ARJONA sem operação comercial conforme despachos 2.412/2025 e 2.828/2025 da ANEEL
334 W.ARJONA      1  4  0 0 F                               970.76
334 W.ARJONA      2  4  0 0 F                               970.76
334 W.ARJONA      3  4  0 0 F                               970.76
334 W.ARJONA      4  4  0 0 F                               970.76
334 W.ARJONA      5  4  0 0 F                        0.0    970.76
&UTE W.ARJONA (oleo) sem CVU valido
434 W.ARJONA O    1  4  0 0 F                        0.0      0.00
434 W.ARJONA O    2  4  0 0 F                        0.0      0.00
434 W.ARJONA O    3  4  0 0 F                        0.0      0.00
434 W.ARJONA O    4  4  0 0 F                        0.0      0.00
434 W.ARJONA O    5  4  0 0 F                        0.0      0.00
106 ERB CANDEI    1  4  0 0 F                               113.61
&UG 2 da UTE BALIZA sem operacao comercial conforme despacho 2.528/25 da ANEEL
322 BBF BALIZA    1  4  0 0 F                               876.44
322 BBF BALIZA    2  4  0 0 F                        0.0    876.44
323 BONFIM        1  4  0 0 F                               555.69
324 CANTA         1  4  0 0 F                               555.69
326 JAGUATI II    1  4  0 0 F                               276.32
326 JAGUATI II    2  4  0 0 F                               276.32
326 JAGUATI II    3  4  0 0 F                               276.32
327 M.C.SUCUBA    1  4  0 0 F                              1712.90
327 M.C.SUCUBA    2  4  0 0 F                              1712.90
328 PALMAPLAN     1  4  0 0 F                              1760.58
328 PALMAPLAN     2  4  0 0 F                              1760.58
329 PAU RAINHA    1  4  0 0 F                               555.69
330 SANTA LUZ     1  4  0 0 F                               555.69
FIM
